cid	size	cluster
Source_of_getting	1	source.n
Adding_up	3	tally.v,add up.v,total.v
Reason	5	basis.n,reason.n,motivation.n,motive.n,why.n
History	1	history.n
Temporary_stay	10	lodge.v,sleep over.v,guest.v,overnight.v,stay.n,room.v,stay over.v,stay.v,quarter.v,board.v
Size	36	giant.a,tiny.a,little.a,big.a,huge.a,small.a,infinitesimal.a,enormous.a,colossal.a,great.a,medium-sized.a,large.a,grand.a,Brobdingnagian.a,gigantic.a,voluminous.a,miniscule.a,immense.a,massive.a,miniature.a,jumbo.a,sizable.a,petite.a,substantial.a,mini.a,bitty.a,ample.a,mid-size.a,bulky.a,Lilliputian.a,capacious.a,puny.a,humongous.a,wee.a,immeasurable.a,medium.a
Endeavor_failure	9	fold.v,close down.v,go under.v,founder.v,go bust.v,close its doors.v,collapse.v,fail.v,flop.v
Come_together	16	come together.v,band.v,assemble.v,assemble.v,encounter.v,amass.v,meet.v,stumble.v,gang together.v,convene.v,congregate.v,gather.v,throng.v,band together.v,meet.v,convene.v
Losing_someone	1	lose.v
Hunting_success_or_failure	2	catch.v,bag.v
Punctual_perception	3	glimpse.n,get an eyeful.v,glimpse.v
Measurable_attributes	164	tiny.a,little.a,big.a,of.prep,illuminate.v,huge.a,small.a,infinitesimal.a,enormous.a,low.a,great.a,heavy.a,large.a,glistening.a,grand.a,elderly.a,cold.n,gigantic.a,tall.a,temperature.n,quiet.a,miniscule.a,rapid.a,immense.a,massive.a,miniature.a,thin.a,big around.a,sizable.a,substantial.a,glisten.v,loud.a,ample.a,bulky.a,thick.a,pace.n,high.a,capacious.a,long.a,humongous.a,immeasurable.a,deep.a,giant.a,broad.a,hot.a,light [weight].a,maturity.n,colossal.a,medium-sized.a,freezing.a,flash.n,short.a,glittering.a,voluminous.a,temperature.n,light up.v,jumbo.a,petite.a,narrow.a,mini.a,bitty.a,mid-size.a,quickly.adv,Lilliputian.a,smart.a,puny.a,wee.a,rapidly.adv,Brobdingnagian.a,speedily.adv,medium.a,age.n,cold.a,quick.a,flicker.v,glimmer.v,refulgent.a,breakneck.a,speedy.a,fresh.a,youngish.a,rapid.a,lukewarm.a,flashing.a,sparkle.v,tepid.a,scorcher.n,coruscation.n,lambency.n,refulgence.n,scintillation.n,flare.v,brief.a,frigid.a,eternal.a,glitter.n,brilliant.a,rate.n,oldish.a,shine.v,ephemeral.a,gleaming.a,fast.a,momentary.a,twinkle.n,cool.a,glitter.v,glister.v,gleam.v,scalding.a,flash.v,unemployment.n,warm.a,cool.a,ancient.a,lambent.a,new.a,glint.n,chronic.a,interim.a,employment.n,warm.a,enduring.a,glow.v,abiding.a,mature.a,light.n,perpetual.a,glister.n,short.a,joblessness.n,gleam.n,sheen.n,long.a,lengthy.a,flicker.n,shine.n,freezing.a,shining.a,cold.a,glow.n,rapid.a,speed.n,old.a,coruscate.v,scintillate.v,shiny.a,lasting.a,glint.v,sustained.a,persistent.a,chilly.a,extended.a,lustre.n,hot.a,flame.v,bright.a,shimmer.v,rapidly.adv,fast.a,young.a,glossy.a,twinkle.v,glimmer.n
Subsisting	2	subsist.v,live (on).v
Cause_to_make_noise	16	blare.v,honk.v,creak.v,blast.v,ringer.n,toll.v,beep.v,tinkle.v,peep.v,toot.v,clash.v,sound.v,trumpet.v,clang.v,play.v,ring.v
Locale_by_event	7	field.n,venue.n,theater [of war].n,firing point.n,battlefield.n,site.n,scene.n
Organization	42	government.n,detachment.n,cartel.n,delegation.n,society.n,union.n,league.n,intelligence.n,judicial.a,club.n,air force.n,naval.a,parliament.n,brotherhood.n,judiciary.n,detail.n,military.a,association.n,national guard.n,coast guard.n,agency.n,marines.n,institutional.a,court.n,board.n,military forces.n,police.n,order.n,group.n,news outlet.n,navy.n,organization.n,army.n,tribunal.n,committee.n,military.n,armed forces.n,fire department.n,militia.n,police department.n,force.n,institution.n
Deciding	13	decision.n,pick.v,opt.v,choice.n,determine.v,selection.n,elect.v,settle on.v,select.v,rule out.v,pick.n,choose.v,decide.v
Firing_point	1	firing point.n
Alignment_image_schema	0	
Spelling_and_pronouncing	7	misspell.v,pronounce.v,mispronounce.v,sound.n,say.v,spell.v,write.v
Being_in_category	4	tantamount.a,constitute.v,count.v,amount.v
Hedging	8	in a way.adv,sort of.adv,on the side.a,a bit.n,like.adv,something.n,kind of.adv,rather.adv
Pre_transfer	0	
Identicality	5	different.a,same.a,identity.n,identical.a,distinct.a
Architectural_part	24	ceiling.n,rail.n,staircase.n,elevator.n,facade.n,door.n,wall.n,window.n,gate.n,floor.n,step.n,foundation.n,corridor.n,fireplace.n,mantel.n,roof.n,stairs.n,landing.n,escalator.n,counter.n,flight.n,lift.n,hallway.n,window.n
Instance	18	instance.n,example.n,thrice.adv,repeated.a,specimen.n,once.adv,image.n,exemplar.n,prototype.n,model.n,repeatedly.adv,epitome.n,true.a,case.n,time.n,paragon.n,twice.adv,occasion.n
History_scenario	0	
Ride_vehicle	13	jet.v,flight.n,sail.v,fly.v,cruise.v,ride.v,cruise.n,coast.v,taxi.v,ride.n,bus.v,hitchhike.v,take.v
Operate_vehicle	24	row.v,skate.v,canoe.v,sledge.v,tack.v,bike.v,taxi.v,toboggan.v,cruise.v,drive.v,ride.v,sail.v,bicycle.v,fly.v,balloon.v,motor.v,pedal.v,caravan.v,paddle.v,cycle.v,parachute.v,punt.v,boat.v,raft.v
Prank	2	prank.n,practical joke.n
Level_of_light	12	dim.a,shady.a,bright.a,sunny.a,lightless.a,dark.a,black.a,sunless.a,lighted.a,moonless.a,unlighted.a,light.a
Change_tool	5	switch.v,trade.v,transfer.v,change.v,swap.v
Labeling	4	call.v,brand.v,label.v,term.v
Use_vehicle	0	
Lose_possession	75	pass.v,rent.v,afford.v,turn in.v,pass out.v,fuel.v,submission.n,endow.v,volunteer.v,fund.v,hand in.v,gift.v,fix up.v,provision.n,lease.v,bankroll.v,donor.n,yield.v,contribute.v,support.v,submit.v,loan.n,supply.n,payment.n,file.v,retail.v,supplier.n,surrender.v,fob off.v,shell out.v,finance.v,will.v,equipment.n,lend.v,donation.n,supply.v,contribution.n,outfit.v,charity.n,disbursement.n,furnish.v,hand over.v,payer.n,retailer.n,equip.v,treat.v,confer (upon).v,leave.v,bequest.n,give up.v,vend.v,vendor.n,sell.v,provision.v,back.v,foist.v,sale.n,loan.v,auction.v,donate.v,seller.n,relinquish.v,hand.v,pay.v,hand in.v,auction.n,gift.n,advance.v,provide.v,issue.v,give.v,disburse.v,hand out.v,give out.v,bequeath.v
Inclusion	9	include.v,excluding.prep,exclude.v,have.v,inclusive.a,incorporate.v,including.prep,integrated.a,contain.v
Run_risk	5	endangered.a,peril.n,risk.n,risk.v,wager.v
Light_movement	33	flicker.v,shine.v,glow.n,glow.v,gleam.n,shimmer.v,gleam.v,glitter.v,sparkle.v,coruscate.v,refulgence.n,glimmer.v,flicker.n,glister.n,glint.n,flash.v,coruscation.n,glistening.a,glister.v,scintillation.n,flash.n,sheen.n,glisten.v,flare.v,twinkle.n,glitter.n,flame.v,scintillate.v,twinkle.v,strike.v,glint.v,glimmer.n,shine.n
Contrary_circumstances	4	despite.prep,in face of.prep,amidst.prep,in the face of.prep
Dynamic_situation_scenario	0	
Path_shape	42	exit.v,angle.v,twisting.a,veer.v,edge.v,undulate.v,ascend.v,crisscross.v,winding.a,descent.n,meander.v,dive.v,swing.v,emergence.n,crest.v,rise.v,windy.a,round.v,dip.v,weave.v,enter.v,wind.v,twisty.a,pass.v,ford.v,twist.v,traverse.v,run.v,cross.v,bend.v,leave.v,snake.v,drop.v,ascent.n,descend.v,reach.v,zigzag.v,bear.v,swerve.v,skirt.v,slant.v,emerge.v
Being_obligated	13	bound.a,obliged.a,task.n,responsibility.n,contract.n,duty.n,commission.n,imposition.n,obligation.n,assignment.n,obligated.a,mission.n,job.n
Visitor_scenario	0	
Perception_experience	16	overhear.v,taste.v,feel.v,perception.n,smell.v,experience.n,glimpse.n,detect.v,sense.v,get an eyeful.v,see.v,witness.v,glimpse.v,perceive.v,experience.v,hear.v
Waiting	5	on call.a,stand by.v,bide its time.v,on station.a,wait.v
Co-association	10	countryman.n,co-religionist.n,partner.n,sister.n,fellow.a,brother.n,associate.n,comrade.n,co-worker.n,colleague.n
Sensation	24	odor.n,perception.n,bouquet.n,taste.n,incense.n,noise.n,sensation.n,stink.n,scene.n,fragrance.n,smell.n,flavour.n,sense.n,savour.n,reek.n,feel.n,perfume.n,image.n,sight.n,whiff.n,scent.n,sound.n,aroma.n,feeling.n
Cause_motion	60	jerk.v,sprinkle.v,toss.v,tug.v,propel.v,squirt.v,nudge.v,pull.v,throw.v,thrust.v,drive.v,pitch.v,fling.v,drip.v,launch.n,fire.n,slide.v,fire.v,cast.v,force.v,push.v,transfer.v,press.v,spew.v,attract.v,drop.v,move.v,rake.v,launch.v,spill.v,fire off.v,pass.v,scoot.v,knock.v,dribble.v,chuck.v,stick.v,spatter.v,pump.v,shoot.v,draw.v,impel.v,shove.v,lift.v,splatter.v,run.v,wrench.v,wrest.v,hurl.v,roll.v,catapult.v,launch.v,spray.v,hit.v,splash.v,drag.v,haul.v,slam.v,punt.v,yank.v
Quitting_a_place	24	desert.v,emigrant.n,emigration.n,quit.v,set off.v,decamp.v,emigrate.v,withdraw.v,desertion.n,withdrawal.n,abandon.v,sally.v,vamoose.v,bolt.v,vacate.v,skedaddle.v,defection.n,escapee.n,defect.v,split.v,retreat.n,emigre.n,set out.v,retreat.v
Reserving	5	hold.v,reservation.n,booking.n,book.v,reserve.v
Respond_to_proposal	12	refuse.v,refuse.v,rejection.n,rebuff.v,accept.v,turn down.v,decline.v,acceptance.n,agree.v,refusal.n,reject.v,rebuff.n
Heat_potential	2	warm.a,toasty.a
Compatibility	26	at variance.a,dovetail.v,congruent.a,consonant.a,cohere.v,conflicting.a,compatibility.n,incompatibility.n,fly in the face of.v,accord.v,match.v,incompatible.a,compatible.a,biocompatible.a,conflict.v,clash.v,square.v,rhyme.v,harmonize.v,consistent.a,agree.v,go.v,comport.v,congruous.a,harmony.n,jibe.v
Commercial_transaction	1	transaction.n
Influencing_potential	5	sway.n,dominion.n,power.n,jurisdiction.n,authority.n
Cause_proliferation_in_number	2	proliferation.n,multiplication.n
Emotions_by_possibility	11	freaked.a,dread.n,terror.n,fear.n,scared.a,live in fear.v,nervous.a,frightened.a,terrified.a,afraid.a,apprehension.n
Aging	3	aging.a,age.v,mature.v
System	3	complex.n,cascade.n,system.n
Linguistic_meaning	15	vague.a,reading.n,monosemous.a,intension.n,polysemous.a,denotation.n,meaning.n,non-referential.a,sense.n,ambiguous.a,extension.n,denote.v,mean.v,referential.a,designate.v
Intercepting	2	interception.n,intercept.v
Extreme_value	7	high.n,minimum.a,low.n,acme.n,maximum.a,maximum.n,minimum.n
Circumscribed_existence	3	found.a,occur.v,appear.v
Undergo_transformation	12	transmutation.n,metamorphosis.n,transubstantiate.v,transmute.v,convert.v,transubstantiation.n,transmogrify.v,transformation.n,metamorphose.v,transform.v,transition.v,conversion.n
Causation	60	because of.prep,leave.v,wreak.v,set off.v,incite.v,spark.v,elicit.v,bring about.v,consequence.n,result (in).v,resultant.a,instigate.v,stir up.v,cause.n,bring about.v,so.c,prompt.v,make.v,consequent.a,call forth.v,dictate.v,produce.v,consequential.a,engender.v,lead (to).v,due to.prep,kindle.v,reason.n,motivate.v,create.v,send.v,sway.v,bring.v,legacy.n,cause.v,resulting.a,raise.v,arouse.v,stimulate.v,causative.a,bring on.v,give rise.v,actuate.v,trigger.v,motivate.v,provoke.v,precipitate.v,mean.v,induce.v,see.v,render.v,result.n,put.v,for.c,since.c,force.v,generate.v,excite.v,responsible.a,because.c
Gusto	3	life.n,vim.n,spirit.n
Contingency	18	require.v,demand.v,independence.n,depends.v,function.n,factor.n,take.v,depend.v,hang (on).v,dictate.v,need.v,dependent.a,variable.n,turn.v,determine.v,independent.a,hinge.v,dependence.n
Visiting_scenario_arrival	3	pop in.v,stop in.v,drop in.v
Waver_between_options	6	go back and forth.v,waffle.v,waver.v,vacillate.v,dither.v,flip-flop.v
Hiding_objects	7	conceal.v,shroud.v,hide.v,cover.v,mask.v,camouflage.v,block.v
Trying_out	5	try.v,test out.v,try out.v,try.v,taste.v
Capability	44	power [statistical].n,access.v,feed.v,powerlessness.n,powerful.a,up to.prep,operational.a,inaccessible.a,in order.a,powerless.a,can.v,sufficient.a,potential.a,capacity.n,access.n,busted.a,capable.a,power.n,blocked.a,functional.a,equal.a,sleep.v,fit.v,capability.n,take.v,incapacity.n,accessible.a,broken.a,life.n,working.a,spirit.n,downed.a,potential.n,unable.a,down.a,ability.n,function.n,serve.v,able.a,vim.n,inability.n,incapable.a,work.v,seat.v
Placing	83	smear.v,stand.v,stash.v,stow.v,stuff.v,tuck.v,wrap.v,bag.v,dissolution.n,billet.v,bin.v,bottle.v,archive.v,box.v,cage.v,spread.v,crate.v,file.v,garage.v,bury.v,pocket.v,shelve.v,stable.v,perch.v,sit.v,daub.v,drizzle.v,dab.v,drape.v,brush.v,dust.v,heap.v,jam.v,embed.v,rub.v,cram.v,shower.v,disseminate.v,pot.v,insert.v,sheathe.v,warehouse.v,inject.v,shoulder.v,dissolve.v,implant.v,stick.v,immerse.v,bestow.v,hang.v,put.v,sprinkle.v,load.v,package.v,distribute.v,plunge.v,arrange.v,pass on.v,emplace.v,enclose.v,implanted.a,distribution.n,dispersion.n,gag.v,deposit.v,insertion.n,lay.v,lean.v,strew.v,lodge.v,pack.v,dispersal.n,park.v,pile.v,place.v,placement.n,plant.v,disperse.v,position.v,scatter.v,rest.v,set.v,situate.v
Cache	2	cache.n,stash.n
Ammunition	7	ammunition.n,round.n,munitions.n,bullet.n,shell.n,ordnance.n,ammo.n
Having_commercial_agreement	0	
Indigenous_origin	6	indigenous.a,autochthonous.a,stranger.n,non-native.a,local.n,native.a
Catching_fire	5	break out.v,catch.v,catch fire.v,start.v,combust.v
Fire_going_out	4	go out.v,die.v,burn out.v,gutter out.v
Waking_up	7	come to.v,come back around.v,awake.v,get up.v,wake.v,revive.v,wake up.v
Come_into_effect	5	kick in.v,come into effect.v,take effect.v,go into effect.v,apply.v
Evading	9	elude.v,evade.v,evasion.n,skip town.v,flee.v,elusive.a,give the slip.v,get away.v,evasive.a
Being_incarcerated	8	serve (one's) time.v,behind bars.adv,jail.n,serve.v,incarcerated.a,prison.n,inmate.n,do time.idio
Passing	1	pass.v
Distributed_position	24	cloak.v,stud.v,encrust.v,litter.v,line.v,deck.v,over.prep,blanket.v,encircle.v,pave.v,garnish.v,dot.v,envelop.v,decorate.v,across.prep,around.prep,adorn.v,festoon.v,film.v,fill.v,wreathe.v,all over.prep,cover.v,coat.v
Grinding	14	mash.v,mill.v,crunch.v,chew.v,pulp.v,pulverize.v,shred.v,crumble.v,masticate.v,grate.v,mastication.n,flake.v,grind.v,crush.v
Event_initial_state	0	
Measure_mass	8	ounce.n,metric ton.n,pound.n,kilo.n,ton.n,milligram.n,kilogram.n,gram.n
Employment_scenario	0	
Locative_relation	247	elsewhere.adv,sprinkled.a,within.prep,here.adv,up.prep,meet.v,out.prep,border.v,underground.a,hold.v,plastered.a,touch.v,neighbor.v,bracket.v,along.prep,astride.prep,around.prep,south.prep,absent.v,in.prep,dusted.a,out.prep,surfaced.a,east.adv,around.prep,against.prep,beyond.prep,adorn.v,festoon.v,sabbatical.n,among.prep,throughout.prep,overfilled.a,leave of absence.n,dot.v,contiguous.a,home.adv,stud.v,touching.a,northeast.adv,adjacency.n,southeast.prep,inside.prep,east.n,distant.a,there.adv,northeast.prep,garnish.v,to.prep,southwest.prep,past.prep,hopping.a,adjacent.a,below.prep,west.n,chock-full.a,across.prep,overcrowded.a,adjoining.a,dabbed.a,vacation.n,at.prep,crammed.a,northwest.prep,above-ground.a,replete.a,wreathe.v,adorned.a,between.prep,off.prep,next to.prep,underground.adv,strewn.a,north.n,here.adv,litter.v,south.adv,athwart.prep,splattered.a,coated.a,over.prep,on.prep,abut.v,teeming.a,over.prep,filled.a,surrounding.a,smeared.a,inland.a,heaped.a,adjoin.v,offshore.a,wallpapered.a,contact.v,neighbor.n,all over.prep,cloaked.a,holiday.n,bordering.a,dotted.a,film.v,above.prep,southwest.n,furlough.n,tangent.a,where [interrog].adv,home.n,all over.prep,full.a,busy.a,PTO.n,contain.v,encrust.v,amid.prep,atop.prep,draped.a,upon.prep,where [relativizer].adv,where.adv,line.v,neighboring.a,mainland.n,drizzled.a,pave.v,west.adv,north.prep,brimming.a,abuzz.a,contiguity.n,there.adv,buttered.a,asphalted.a,on top (of).prep,injected.a,brushed.a,envelop.v,north.adv,near.prep,ubiquitous.a,stuffed.a,hung.a,at.prep,tiled.a,jammed.a,border.v,time off.n,down.prep,everywhere.adv,chock-a-block.a,paved.a,outlying.a,thronging.a,festooned.a,hum.v,decked.a,bustle.v,within.prep,bedecked.a,leave.n,west.prep,contact.n,covered.a,absence.n,bejewelled.a,bespattered.a,southwest.adv,spattered.a,decorated.a,studded.a,lined.a,blanket.v,ornamented.a,varnished.a,buzz.v,southeast.adv,painted.a,to.prep,lacquered.a,glazed.a,south.n,gilded.a,by.prep,embellished.a,behind.prep,panelled.a,rife.a,cover.v,crawling.a,piled.a,lively.a,coat.v,littered.a,hectic.a,cloak.v,swarm.v,abustle.a,outside.prep,southeast.n,underneath.prep,crawl.v,into.prep,thronged.a,happening.a,far.a,northeast.n,throng.v,blanketed.a,store.v,beside.prep,near.a,distant.a,in front (of).prep,close.a,swarming.a,decorate.v,crowded.a,jostling.a,teem.v,jumping.a,in back (of).prep,outside the wire.adv,opposite.a,northwest.adv,over.prep,northwest.n,deck.v,ahead.adv,encircle.v,neighboring.a,in between.prep,along.prep,under.prep,in.prep,frenetic.a,right [landmark-based].n,in among.prep,on.prep,left [landmark-based].n,left [viewpoint-based].n,proximity.n,right [viewpoint-based].n,house.v,opposite.prep,port.n,fill.v,starboard.n,beneath.prep
Vehicle_landing	3	set down.v,touch down.v,land.v
Social_interaction_evaluation	88	rude.a,niggardly.a,impolite.a,thoughtful.a,tactful.a,neutral.a,thoughtless.a,cruel.a,good-natured.a,kind.a,insensitive.a,good-humored.a,considerate.a,prejudge.v,authoritarian.a,mean.a,inconsiderate.a,courteous.a,genial.a,tolerant.a,diplomatic.a,hospitable.a,rudeness.n,neutrality.n,stingy.a,lavish.v,polite.a,red carpet.n,compassionate.a,civil.a,prejudiced.a,miserly.a,pleasant.a,favor.v,gracious.a,atrocious.a,lenient.a,lavish.a,unkind.a,boorish.a,sociable.a,respectful.a,mature.a,liberal.a,mean.a,ungracious.a,impudent.a,warm.a,partial.a,niggardliness.n,maturity.n,partiality.n,spiteful.a,prefer.v,miser.n,horrible.a,impartial.a,cordial.a,sweet.a,strict.a,hoard.v,unfriendly.a,barbaric.a,bias.n,impartiality.n,bias.v,severe.a,miserliness.n,churlish.a,uncivil.a,amiable.a,ill-mannered.a,compassion.n,nice.a,good.a,smart.a,ungenerous.a,impertinent.a,indulgent.a,biased.a,hospitality.n,generous.a,discourteous.a,thoughtfulness.n,cruelty.n,disrespectful.a,friendly.a,prejudice.n
